product_id,stock_out_timestamps,stock_out_duration_hours,stock_out_days,total_stock_out_hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-03-15 21:03:45+0000', tz='UTC')), (Timestamp('2022-03-15 21:03:45+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1773.0622222222223, 9146.936944444444]","[73, 381]",10919.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-01-20 23:59:58+0000', tz='UTC')), (Timestamp('2022-07-10 23:59:58+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[479.99916666666667, 6336.0]","[19, 264]",6815.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,"[(Timestamp('2022-01-03 11:16:40+0000', tz='UTC'), Timestamp('2022-01-04 12:30:20+0000', tz='UTC')), (Timestamp('2022-01-05 18:23:46+0000', tz='UTC'), Timestamp('2022-01-07 18:11:21+0000', tz='UTC')), (Timestamp('2022-01-10 17:19:11+0000', tz='UTC'), Timestamp('2022-01-13 18:57:24+0000', tz='UTC')), (Timestamp('2022-02-04 12:38:06+0000', tz='UTC'), Timestamp('2022-02-05 14:03:18+0000', tz='UTC')), (Timestamp('2022-02-15 23:59:58+0000', tz='UTC'), Timestamp('2022-02-17 16:07:01+0000', tz='UTC')), (Timestamp('2022-02-27 23:59:58+0000', tz='UTC'), Timestamp('2022-03-03 11:53:34+0000', tz='UTC')), (Timestamp('2022-03-14 19:18:20+0000', tz='UTC'), Timestamp('2022-03-17 18:18:20+0000', tz='UTC')), (Timestamp('2022-04-18 16:40:37+0000', tz='UTC'), Timestamp('2022-04-19 23:59:58+0000', tz='UTC')), (Timestamp('2022-04-23 19:30:25+0000', tz='UTC'), Timestamp('2022-04-26 18:57:45+0000', tz='UTC')), (Timestamp('2022-05-01 19:09:53+0000', tz='UTC'), Timestamp('2022-05-03 09:37:17+0000', tz='UTC')), (Timestamp('2022-05-23 09:38:40+0000', tz='UTC'), Timestamp('2022-05-24 13:02:06+0000', tz='UTC')), (Timestamp('2022-05-29 18:49:54+0000', tz='UTC'), Timestamp('2022-06-02 09:53:43+0000', tz='UTC')), (Timestamp('2022-06-06 11:40:07+0000', tz='UTC'), Timestamp('2022-06-08 16:12:49+0000', tz='UTC')), (Timestamp('2022-06-13 16:30:28+0000', tz='UTC'), Timestamp('2022-06-16 11:27:44+0000', tz='UTC')), (Timestamp('2022-06-23 12:38:48+0000', tz='UTC'), Timestamp('2022-06-25 13:57:46+0000', tz='UTC')), (Timestamp('2022-07-04 11:20:12+0000', tz='UTC'), Timestamp('2022-07-05 13:04:18+0000', tz='UTC')), (Timestamp('2022-08-15 12:55:39+0000', tz='UTC'), Timestamp('2022-08-18 15:42:30+0000', tz='UTC')), (Timestamp('2022-10-14 20:08:04+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[25.227777777777778, 47.793055555555554, 73.63694444444444, 25.42, 40.1175, 83.89333333333333, 71.0, 31.3225, 71.45555555555555, 38.45666666666666, 27.390555555555554, 87.06361111111111, 52.545, 66.95444444444445, 49.31611111111111, 25.735, 74.78083333333333, 4035.865]","[1, 1, 3, 1, 1, 3, 2, 1, 2, 1, 1, 3, 2, 2, 2, 1, 3, 168]",4927.973889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,"[(Timestamp('2022-07-23 04:46:38+0000', tz='UTC'), Timestamp('2022-07-28 23:59:58+0000', tz='UTC'))]",[139.22222222222223],[5],139.2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2023-01-26 23:59:58+0000', tz='UTC'))]",[9383.999166666666],[390],9383.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,"[(Timestamp('2022-02-16 14:08:44+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[9801.853888888889],[408],9801.853889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,"[(Timestamp('2022-06-07 08:21:52+0000', tz='UTC'), Timestamp('2022-06-09 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-21 23:59:58+0000', tz='UTC'), Timestamp('2022-10-31 23:59:58+0000', tz='UTC'))]","[63.635, 240.0]","[2, 10]",303.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,"[(Timestamp('2023-03-24 23:58:30+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[168.02444444444444],[7],168.0244444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,"[(Timestamp('2022-06-19 16:47:07+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[6847.214166666667],[285],6847.214167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,"[(Timestamp('2022-06-06 16:18:43+0000', tz='UTC'), Timestamp('2022-06-09 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-24 17:45:31+0000', tz='UTC'), Timestamp('2022-06-25 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-14 21:34:07+0000', tz='UTC'), Timestamp('2022-10-15 21:11:05+0000', tz='UTC')), (Timestamp('2023-02-21 14:37:42+0000', tz='UTC'), Timestamp('2023-02-24 23:59:58+0000', tz='UTC'))]","[79.6875, 30.240833333333335, 23.61611111111111, 81.3711111111111]","[3, 1, 0, 3]",214.9155556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,"[(Timestamp('2022-04-30 15:04:47+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[8048.919722222222],[335],8048.919722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,"[(Timestamp('2022-09-04 13:42:19+0000', tz='UTC'), Timestamp('2022-09-06 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-24 17:09:05+0000', tz='UTC'), Timestamp('2022-10-04 23:59:58+0000', tz='UTC')), (Timestamp('2022-12-23 22:27:38+0000', tz='UTC'), Timestamp('2022-12-27 23:59:58+0000', tz='UTC'))]","[58.29416666666667, 246.84805555555556, 97.53888888888889]","[2, 10, 4]",402.6811111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,"[(Timestamp('2022-03-24 11:50:23+0000', tz='UTC'), Timestamp('2022-03-25 23:59:58+0000', tz='UTC')), (Timestamp('2022-08-24 17:36:09+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[36.15972222222222, 5262.396944444445]","[1, 219]",5298.556667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,"[(Timestamp('2022-01-01 14:24:12+0000', tz='UTC'), Timestamp('2022-01-04 23:59:58+0000', tz='UTC')), (Timestamp('2022-01-07 22:08:46+0000', tz='UTC'), Timestamp('2022-01-08 15:42:27+0000', tz='UTC')), (Timestamp('2022-01-26 17:28:31+0000', tz='UTC'), Timestamp('2022-01-27 16:48:42+0000', tz='UTC')), (Timestamp('2022-02-01 19:48:27+0000', tz='UTC'), Timestamp('2022-02-03 12:28:46+0000', tz='UTC')), (Timestamp('2022-06-06 16:00:50+0000', tz='UTC'), Timestamp('2022-06-09 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-24 04:50:58+0000', tz='UTC'), Timestamp('2022-06-25 12:42:00+0000', tz='UTC')), (Timestamp('2022-07-05 20:08:34+0000', tz='UTC'), Timestamp('2022-07-08 10:23:28+0000', tz='UTC')), (Timestamp('2022-07-11 15:36:24+0000', tz='UTC'), Timestamp('2022-07-13 16:30:00+0000', tz='UTC')), (Timestamp('2022-10-29 19:13:10+0000', tz='UTC'), Timestamp('2022-10-30 07:44:52+0000', tz='UTC'))]","[81.59611111111111, 17.56138888888889, 23.336388888888887, 40.67194444444444, 79.98555555555555, 31.850555555555555, 62.248333333333335, 48.89333333333333, 12.528333333333334]","[3, 0, 0, 1, 3, 1, 2, 2, 0]",398.6719444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,[],[],[],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,"[(Timestamp('2022-01-01 22:58:48+0000', tz='UTC'), Timestamp('2022-01-03 11:12:26+0000', tz='UTC')), (Timestamp('2022-10-26 18:02:37+0000', tz='UTC'), Timestamp('2022-10-28 15:39:20+0000', tz='UTC'))]","[36.227222222222224, 45.61194444444445]","[1, 1]",81.83916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,"[(Timestamp('2022-03-02 18:16:25+0000', tz='UTC'), Timestamp('2022-03-11 23:59:09+0000', tz='UTC')), (Timestamp('2022-06-15 23:59:58+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[221.7122222222222, 6936.0]","[9, 289]",7157.712222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,"[(Timestamp('2022-03-08 14:29:57+0000', tz='UTC'), Timestamp('2022-03-11 23:59:58+0000', tz='UTC'))]",[81.50027777777778],[3],81.50027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2023-01-13 23:59:58+0000', tz='UTC')), (Timestamp('2023-03-10 06:41:15+0000', tz='UTC'), Timestamp('2023-03-11 23:59:58+0000', tz='UTC'))]","[9071.999166666666, 41.31194444444444]","[377, 1]",9113.311111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,[],[],[],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-01-13 14:24:33+0000', tz='UTC')), (Timestamp('2022-01-13 14:24:33+0000', tz='UTC'), Timestamp('2022-01-17 22:30:58+0000', tz='UTC')), (Timestamp('2022-01-17 22:30:58+0000', tz='UTC'), Timestamp('2022-01-22 22:46:28+0000', tz='UTC')), (Timestamp('2022-01-22 22:46:28+0000', tz='UTC'), Timestamp('2022-01-27 17:19:37+0000', tz='UTC')), (Timestamp('2022-01-27 17:19:37+0000', tz='UTC'), Timestamp('2022-01-30 14:02:29+0000', tz='UTC')), (Timestamp('2022-01-30 14:02:29+0000', tz='UTC'), Timestamp('2022-02-04 20:26:25+0000', tz='UTC')), (Timestamp('2022-02-04 20:26:25+0000', tz='UTC'), Timestamp('2022-02-13 09:31:18+0000', tz='UTC')), (Timestamp('2022-02-13 17:00:18+0000', tz='UTC'), Timestamp('2022-02-14 22:45:13+0000', tz='UTC')), (Timestamp('2022-02-14 22:45:13+0000', tz='UTC'), Timestamp('2022-02-25 14:10:59+0000', tz='UTC')), (Timestamp('2022-02-25 14:10:59+0000', tz='UTC'), Timestamp('2022-02-26 20:59:07+0000', tz='UTC')), (Timestamp('2022-02-26 20:59:07+0000', tz='UTC'), Timestamp('2022-02-28 15:27:21+0000', tz='UTC')), (Timestamp('2022-02-28 15:27:21+0000', tz='UTC'), Timestamp('2022-04-03 18:11:52+0000', tz='UTC')), (Timestamp('2022-04-03 18:11:52+0000', tz='UTC'), Timestamp('2022-04-04 18:46:47+0000', tz='UTC')), (Timestamp('2022-04-04 18:46:47+0000', tz='UTC'), Timestamp('2022-04-05 19:40:24+0000', tz='UTC')), (Timestamp('2022-04-05 19:40:24+0000', tz='UTC'), Timestamp('2022-04-12 19:56:34+0000', tz='UTC')), (Timestamp('2022-04-12 19:56:34+0000', tz='UTC'), Timestamp('2022-04-20 15:44:42+0000', tz='UTC')), (Timestamp('2022-04-20 15:44:42+0000', tz='UTC'), Timestamp('2022-04-25 18:24:46+0000', tz='UTC')), (Timestamp('2022-04-25 18:24:46+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[302.4088888888889, 104.10694444444445, 120.25833333333334, 114.5525, 68.71444444444444, 126.39888888888889, 205.08138888888888, 29.74861111111111, 255.42944444444444, 30.802222222222223, 42.470555555555556, 818.7419444444445, 24.581944444444446, 24.89361111111111, 168.26944444444445, 187.8022222222222, 122.66777777777777, 8165.586666666667]","[12, 4, 5, 4, 2, 5, 8, 1, 10, 1, 1, 34, 1, 1, 7, 7, 5, 340]",10912.51583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,"[(Timestamp('2022-03-14 19:46:46+0000', tz='UTC'), Timestamp('2022-03-22 23:59:58+0000', tz='UTC')), (Timestamp('2022-03-28 16:02:43+0000', tz='UTC'), Timestamp('2022-03-31 23:59:58+0000', tz='UTC')), (Timestamp('2022-04-16 17:43:26+0000', tz='UTC'), Timestamp('2022-04-26 19:52:26+0000', tz='UTC')), (Timestamp('2023-02-03 22:05:40+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[196.22, 79.95416666666667, 242.15, 1345.905]","[8, 3, 10, 56]",1864.229167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,"[(Timestamp('2022-07-08 19:09:18+0000', tz='UTC'), Timestamp('2022-08-11 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-11 18:33:12+0000', tz='UTC'), Timestamp('2022-10-06 15:53:32+0000', tz='UTC')), (Timestamp('2022-10-14 23:30:56+0000', tz='UTC'), Timestamp('2022-10-19 15:31:58+0000', tz='UTC'))]","[820.8444444444444, 597.3388888888888, 112.01722222222222]","[34, 24, 4]",1530.200556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-03-17 18:02:46+0000', tz='UTC')), (Timestamp('2022-03-17 18:02:46+0000', tz='UTC'), Timestamp('2022-03-19 09:10:38+0000', tz='UTC')), (Timestamp('2022-04-10 23:59:58+0000', tz='UTC'), Timestamp('2022-04-12 23:59:58+0000', tz='UTC')), (Timestamp('2022-04-13 07:50:10+0000', tz='UTC'), Timestamp('2022-04-14 23:59:58+0000', tz='UTC')), (Timestamp('2022-04-18 10:42:58+0000', tz='UTC'), Timestamp('2022-04-19 23:59:58+0000', tz='UTC')), (Timestamp('2022-04-24 05:46:37+0000', tz='UTC'), Timestamp('2022-05-03 09:45:37+0000', tz='UTC')), (Timestamp('2022-05-05 10:56:32+0000', tz='UTC'), Timestamp('2022-05-06 09:37:23+0000', tz='UTC')), (Timestamp('2022-05-06 09:37:23+0000', tz='UTC'), Timestamp('2022-05-13 11:34:40+0000', tz='UTC')), (Timestamp('2022-05-14 07:38:34+0000', tz='UTC'), Timestamp('2022-05-17 23:59:58+0000', tz='UTC')), (Timestamp('2022-05-21 21:25:55+0000', tz='UTC'), Timestamp('2022-05-24 16:54:53+0000', tz='UTC')), (Timestamp('2022-05-24 17:08:53+0000', tz='UTC'), Timestamp('2022-05-27 23:59:58+0000', tz='UTC')), (Timestamp('2022-05-28 18:16:50+0000', tz='UTC'), Timestamp('2022-05-31 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-01 23:59:58+0000', tz='UTC'), Timestamp('2022-06-03 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-11 18:44:38+0000', tz='UTC'), Timestamp('2022-06-14 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-20 23:59:58+0000', tz='UTC'), Timestamp('2022-06-21 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-23 23:59:58+0000', tz='UTC'), Timestamp('2022-06-24 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-26 15:20:11+0000', tz='UTC'), Timestamp('2022-06-28 23:59:58+0000', tz='UTC')), (Timestamp('2022-07-01 08:19:04+0000', tz='UTC'), Timestamp('2022-07-07 23:59:58+0000', tz='UTC')), (Timestamp('2022-07-10 15:46:25+0000', tz='UTC'), Timestamp('2022-07-12 23:59:58+0000', tz='UTC')), (Timestamp('2022-07-31 09:34:21+0000', tz='UTC'), Timestamp('2022-08-03 23:59:58+0000', tz='UTC')), (Timestamp('2022-08-22 11:03:15+0000', tz='UTC'), Timestamp('2022-08-24 23:59:58+0000', tz='UTC')), (Timestamp('2022-08-25 17:54:26+0000', tz='UTC'), Timestamp('2022-08-31 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-06 07:14:42+0000', tz='UTC'), Timestamp('2022-09-07 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-13 23:59:58+0000', tz='UTC'), Timestamp('2022-09-14 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-03 05:26:00+0000', tz='UTC'), Timestamp('2022-10-05 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-24 23:59:58+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1818.0458333333333, 39.13111111111111, 48.0, 40.163333333333334, 37.28333333333333, 219.98333333333332, 22.680833333333332, 169.95472222222222, 88.35666666666667, 67.48277777777778, 78.85138888888889, 77.71888888888888, 48.0, 77.25555555555556, 24.0, 24.0, 56.66305555555556, 159.68166666666667, 56.225833333333334, 86.42694444444444, 60.945277777777775, 150.09222222222223, 40.754444444444445, 24.0, 66.56611111111111, 3792.0]","[75, 1, 2, 1, 1, 9, 0, 7, 3, 2, 3, 3, 2, 3, 1, 1, 2, 6, 2, 3, 2, 6, 1, 1, 2, 158]",7374.263333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,"[(Timestamp('2022-01-03 23:14:36+0000', tz='UTC'), Timestamp('2022-01-05 18:26:21+0000', tz='UTC')), (Timestamp('2022-01-14 12:11:45+0000', tz='UTC'), Timestamp('2022-01-18 16:45:47+0000', tz='UTC')), (Timestamp('2022-01-26 19:41:46+0000', tz='UTC'), Timestamp('2022-01-27 10:16:05+0000', tz='UTC')), (Timestamp('2022-01-30 22:17:32+0000', tz='UTC'), Timestamp('2022-02-03 15:50:40+0000', tz='UTC')), (Timestamp('2022-02-27 20:06:26+0000', tz='UTC'), Timestamp('2022-03-02 11:15:00+0000', tz='UTC')), (Timestamp('2022-03-08 17:01:44+0000', tz='UTC'), Timestamp('2022-03-09 10:54:20+0000', tz='UTC')), (Timestamp('2022-03-18 14:01:08+0000', tz='UTC'), Timestamp('2022-03-23 14:38:48+0000', tz='UTC')), (Timestamp('2022-11-21 08:26:47+0000', tz='UTC'), Timestamp('2022-11-22 11:07:23+0000', tz='UTC'))]","[43.19583333333333, 100.56722222222223, 14.571944444444444, 89.55222222222223, 63.14277777777778, 17.876666666666665, 120.62777777777778, 26.676666666666666]","[1, 4, 0, 3, 2, 0, 5, 1]",476.2111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,"[(Timestamp('2022-10-10 23:59:58+0000', tz='UTC'), Timestamp('2022-10-19 23:59:58+0000', tz='UTC'))]",[216.0],[9],216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
